marca_temporal;identidad_de_genero;edad;maximo_nivel_de_formacion;que_carrera_de_grado_estudiaste;en_que_tipo_de_universidad_estudiaste_tu_carrera_de_grado;pais_en_el_que_trabajas;provincia_donde_trabajas;trabajo;rubro_de_la_empresa;cuantos_empleados_tiene_la_empresa;origen_del_capital;cuantas_personas_integran_el_area_de_rrhh;en_que_puesto_trabajas;tipo_de_contratacion;como_es_tu_jornada_laboral;cual_es_tu_funcion_principal_en_rrhh;cuantas_personas_tenes_a_cargo_pone_0_si_no_tenes_gente_a_cargo;hace_cuantos_anos_trabajas_en_la_empresa_donde_estas_0_para_menos_de_un_ano;hace_cuantos_anos_estas_en_tu_puesto_actual_0_para_menos_de_un_ano;cuantos_anos_de_experiencia_tenes_en_rrhh;cual_es_tu_remuneracion_bruta_mensual_en_tu_moneda_local_antes_de_impuestos_y_deducciones;que_beneficios_tenes;recibis_bonos;frecuencia_del_bono;tuviste_ajustes_por_inflacion_en_2022;cual_fue_el_porcentaje_de_aumento_acumulado_que_tuviste_en_2022;mes_del_ultimo_ajuste;trabajas_en_proyectos_independientes_ademas_de_tu_empleo;queres_contestar_mas_preguntas_30;van_a_ver_los_partidos_de_la_copa_del_mundo_de_futbol_en_la_oficina;se_permite_bloquear_la_agenda_durante_los_partidos_de_tu_seleccion_en_el_mundial;te_exigieron_saber_un_idioma_extranjero_ingles_portugues_etc_para_entrar_a_trabajar_en_tu_empresa;que_porcentaje_del_tiempo_usas_el_idioma_extranjero_en_tu_puesto_actual;que_tan_satisfecho_estas_con_tu_empresa;estas_buscando_trabajo;que_tan_de_acuerdo_estas_con_la_siguiente_frase_tengo_un_plan_de_desarrollo_claro_dentro_de_la_organizacion;cual_es_la_anecdota_mas_graciosa_o_bizarra_que_te_haya_sucedido_trabajando_en_rrhh;en_tu_empresa_sentis_que_rrhh_tiene_un_rol_importante_dentro_de_la_toma_de_decisiones_de_la_empresa;recursos_humanos_deberia_tener_un_colegio_profesional_como_abogacia_por_ejemplo;fundamenta_tu_respuesta_a_la_pregunta_anterior;participas_en_alguna_comunidad_de_rrhh;en_cuales;cual_es_la_tarea_que_mas_odias_trabajando_en_rrhh_actual_o_pasada;queres_contestar_mas_preguntas_45;te_identificas_como_lgbtiq_lesbiana_gay_bisexual_transexual_otra_minoria_sexual;tenes_alguna_discapacidad;en_tu_empresa_puedes_ser_como_realmente_eres_por_ej_expresar_abiertamente_tu_personalidad_tu_identidad_de_genero_orientacion_sexual_etc;que_porcentaje_aproximado_del_management_de_tu_empresa_son_mujeres_entiendase_posiciones_de_jefatura_de_gerencia_o_de_direccion;en_lo_que_va_del_ano_han_contratado_en_tu_empresa_a_personas_mayores_de_50_anos;en_lo_que_va_del_ano_han_contratado_en_tu_empresa_a_personas_con_discapacidad;es_importante_incorporar_el_lenguaje_inclusivo_en_la_organizacion;en_tu_organizacion_existe_una_linea_segura_o_politicas_definidas_para_actuar_frente_a_situaciones_de_acoso_o_discriminacion;sufriste_alguna_situacion_de_acoso_abuso_o_de_discriminacion_en_algun_trabajo;sentis_que_tu_entorno_laboral_es_machista
2022-10-10T01:29:42Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;51 - 100;Multinacional;;HRBP;Indeterminado;Full time;Generalista;1;;0;8;270000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;Si;Trabajo full remoto;Sí, formalmente está avalado por la empresa;Si;0.3;4;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No;No;Ni de acuerdo ni en desacuerdo;No se;No;No es un entorno machista
2022-10-10T15:06:21Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;1.001 - 2.500;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;0;10;360000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Guadería, Gimnasio, Home office;Dos sueldos;Anual;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-10T20:56:16Z;Mujer cis;25 - 30;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;;2;4;220000;Comedor / Almuerzos;No recibo bono;No recibo bono;2 ajustes;;Agosto;No;Si;No;No está permitido;No;NA;3;No,  pero escucho ofertas;4;;Si, tiene un rol importante real;No se;NA;No;;Dar respuestas negativas a solicitudes que personalmente avalaría;Si;No;No tengo ninguna discapacidad;NA;0.8;Si;No;Ni de acuerdo ni en desacuerdo;No;No;Si pero no es tanto
2022-10-11T10:11:22Z;Hombre cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Multinacional;;Líder Ágil;Indeterminado;Full time;Diseño organizacional;0;;1;15;499700;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación;Dos sueldos;Anual;3 o más ajustes;;Octubre;No;Si;Sí;Todavía no evaluado;Si;0.5;4;No,  pero escucho ofertas;3;;No tiene un rol importante en la toma de decisiones;No;Old school. Es más, no le encuentro sentido a los actuales.;Si;;Adm de personal;Si;No;No tengo ninguna discapacidad;De acuerdo;0.4;No;No;En desacuerdo;Si;No;No es un entorno machista
2022-10-11T10:38:37Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;España;NA;Relación de Dependencia;Otros;5.001 - 10.000;Multinacional;;Responsable;Indeterminado;Full time;Reclutamiento y selección;2;;0;8;2400;Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;1 solo;;Octubre;Si, en emprendimiento no relacionado con RRHH;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0.3;4;No,  pero escucho ofertas;2;;Si, tiene un rol importante real;No se;NA;No;;Trámites presenciales en organismos públicos;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;Si;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista
2022-10-11T10:53:28Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;501 - 1.000;Multinacional;;Gerente;Indeterminado;Full time;Capacitación y desarrollo;0;;2;10;600000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Charter / Servicio de transporte, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Guadería, Gimnasio, Home office, Préstamos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Septiembre;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T10:53:53Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;51 - 100;Nacional;;Analista;Indeterminado;Full time;Administración de personal;0;;1;1;99000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Julio;No;Si;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;2;Sí, activamente;2;;Si, tiene un rol importante real;No;NA;No;;Armar presentaciones en PowerPoint;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.4;No;No;En desacuerdo;No;No;No es un entorno machista
2022-10-11T11:03:09Z;Mujer cis;25 - 30;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;2;3;230000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office;Menos de un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;5;No,  pero escucho ofertas;2;;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Trámites presenciales en organismos públicos;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T11:03:18Z;Hombre cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Privada;El Salvador;NA;Relación de Dependencia;Servicios financieros seguros;101 - 250;Nacional;;HRBP;Indeterminado;Full time;Generalista;0;;3;4;1750;Medicina prepaga / Plan de salud, Tarjeta de descuento, Frutas y snacks, Gimnasio, Home office, Préstamos, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, club de playa;No recibo bono;No recibo bono;1 solo;;Mayo;No;Si;Sí;No me interesa;No;0.1;5;No,  pero escucho ofertas;3;;Si, tiene un rol importante real;No se;Puede ser si gustas especializarte en algo, pero en mi experiencia he encontrado psicologos muy malos en puestos de reclutamiento, so, creo que es más de la actitud.;No;;Archivar;Si;Si;No tengo ninguna discapacidad;En desacuerdo;0.6;No;Si;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto
2022-10-11T11:09:14Z;Mujer cis;25 - 30;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Educación;101 - 250;Nacional;;Gerente;Indeterminado;Part time;Capacitación y desarrollo;0;;3;9;180;Horarios flexibles, Charter / Servicio de transporte, Idiomas, Posgrados;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;Si, en emprendimiento relacionado con RRHH;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T11:11:19Z;Hombre cis;36 - 40;Maestría o superior completa;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Comercio;51 - 100;Nacional;;Jefe;Indeterminado;Part time;Generalista, no hay un foco que sobresalga;0;;5;11;277000;Medicina prepaga / Plan de salud, Horarios flexibles;Menos de un sueldo;Anual;2 ajustes;;Julio;Si, en emprendimiento relacionado con RRHH;Si;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Hace falta una entidad que regule las actividades y también donde podamos nuclearnos los profesionales que trabajemos en la rama. Permitiría homogeneizar prácticas y formas.;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;No;Si;En desacuerdo;Si;No;Si, es muy machista
2022-10-11T11:11:29Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Educación;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;0;4;138000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Home office;No recibo bono;No recibo bono;1 solo;;Julio;No;Si;Trabajo full remoto;NA;No;0;4;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.9;No;No;Totalmente en desacuerdo;Si;No;Si pero no es tanto
2022-10-11T11:11:43Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;Analista;Indeterminado;Full time;Cultura Organizacional;0;;0;1;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas;No recibo bono;No recibo bono;2 ajustes;;Abril;Si, en emprendimiento relacionado con RRHH;Si;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Organizar la fiesta/regalos de fin de año;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No se;No;En desacuerdo;No;Si;Si, es muy machista
2022-10-11T11:19:26Z;Mujer cis;18 - 25;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;2;3;170000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Julio;No;Si;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0.1;4;No estoy buscando cambiar;4;;Si, tiene un rol importante real;No se;NA;No;;NA;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;No;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto
2022-10-11T11:25:24Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;2;3;145000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;No;No hay lineamiento;No;0;3;Sí, activamente;1;;No tiene un rol importante en la toma de decisiones;No se;NA;No;;Trámites presenciales en organismos públicos;Si;No;No tengo ninguna discapacidad;En desacuerdo;0.1;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si, es muy machista
2022-10-11T11:29:56Z;Hombre cis;36 - 40;Maestría o superior completa;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Nacional;;Gerente;Indeterminado;Full time;Generalista;19;;0;18;500000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Frutas y snacks, Home office, Posgrados, Reintegros en capacitación;Un sueldo;Semestral;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T11:42:25Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;1 - 50;Multinacional;;Gerente;Indeterminado;Full time;Generalista;3;;5;13;700000;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Charter / Servicio de transporte, Frutas y snacks;Un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;Sí;Sí, formalmente está avalado por la empresa;No;0;5;No,  pero escucho ofertas;2;;Si, tiene un rol importante real;Si;NA;No;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.8;Si;No;De acuerdo;No;Si;No es un entorno machista
2022-10-11T11:42:33Z;Mujer cis;36 - 40;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Argentina;Córdoba;Relación de Dependencia;Otros;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;0;;2;12;235000;Comedor / Almuerzos;No recibo bono;No recibo bono;2 ajustes;;Septiembre;No;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T11:45:27Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;Recruiter IT;Indeterminado;Full time;Reclutamiento y selección;0;;0;5;120000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;No recibo bono;No tuve ajustes;;NA;Si, en emprendimiento relacionado con RRHH;Si;Trabajo full remoto;NO ESTA DEFINIDO AUN;No;NA;4;No,  pero escucho ofertas;4;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Documentar;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T11:54:21Z;Mujer cis;46 - 50;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Multinacional;;Gerente;Indeterminado;Full time;Generalista;0;;2;25;405000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Home office, Idiomas;Menos de un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;Sí;Sí, formalmente está avalado por la empresa;Si;0.4;5;No,  pero escucho ofertas;5;;Si, tiene un rol importante real;Si;siempre es bueno hacer sinergia;Si;;Trámites presenciales en organismos públicos;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No se;No;Totalmente en desacuerdo;Si;No;No es un entorno machista
2022-10-11T11:58:42Z;Hombre cis;18 - 25;Terciario en curso;No estudié en la Universidad;No estudié en la Universidad;Argentina;Córdoba;Relación de Dependencia;Medios de comunicación, cultura, gráficos;10.001 o más;Multinacional;;Analista;Indeterminado;Full time;People analytics;0;;1;1;230000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Spotify / Netflix / Servicios de Streaming;Menos de un sueldo;Anual;3 o más ajustes;;Agosto;No;Si;Trabajo full remoto;No me interesa;No;NA;4;No estoy buscando cambiar;3;;No tiene un rol importante en la toma de decisiones;No se;NA;No;;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T12:15:55Z;Hombre cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Chaco;Relación de Dependencia;Función pública;251 - 500;Nacional;;Responsable;Indeterminado;Full time;Generalista;11;;7;12;300000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Posgrados;No recibo bono;No recibo bono;3 o más ajustes;;Agosto;Si, en emprendimiento no relacionado con RRHH;No;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T12:18:59Z;Mujer cis;31 - 35;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;Líder de selección;Indeterminado;Full time;Reclutamiento y selección;3;;0;10;180000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Home office, Idiomas, Préstamos;Menos de un sueldo;Mensual;2 ajustes;;Abril;Si, en emprendimiento no relacionado con RRHH;Si;Trabajo full remoto;No esta definido aun;No;0.1;3;No estoy buscando cambiar;1;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Trámites presenciales en organismos públicos;Si;No;No tengo ninguna discapacidad;De acuerdo;0.2;No;No;De acuerdo;No;No;Si, es muy machista
2022-10-11T12:39:25Z;Hombre cis;25 - 30;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;;1;6;255000;Horarios flexibles, Home office;Un sueldo;Anual;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;2;Sí, activamente;3;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Archivar;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T12:55:23Z;Mujer cis;25 - 30;Universitario en curso;Comunicación Social;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;;Analista;Indeterminado;Full time;Comunicación interna;0;;1;4;209000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Home office, Idiomas;Un sueldo;Anual;2 ajustes;;Julio;No;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.2;2;No,  pero escucho ofertas;2;;No tiene un rol importante en la toma de decisiones;No se;NA;No;;Armar presentaciones en PowerPoint;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;Si;No;Totalmente de acuerdo;Si;No;Si pero no es tanto
2022-10-11T13:26:52Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;HRBP;Indeterminado;Full time;Capacitación y desarrollo;0;;1;3;180000;Medicina prepaga / Plan de salud, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Julio;Si, en emprendimiento relacionado con RRHH;Si;Sí;Sí, formalmente está avalado por la empresa;Si;0.1;3;No,  pero escucho ofertas;2;;Se dice que sí, pero en la práctica no tiene un rol importante;No se;Lo que me gusta del colegio es que valida la profesión y colabora en generar comunidad;Si;;Organizar la fiesta/regalos de fin de año;Si;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.1;Si;No;De acuerdo;Si;Sí. Son sutiles pero están.;Si, es muy machista
2022-10-11T14:08:37Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Misiones;Relación de Dependencia;Otros;51 - 100;Nacional;;Jefe;Indeterminado;Full time;Generalista;0;;3;19;284360;Abono de celular, Frutas y snacks, Idiomas, Posgrados;No recibo bono;No recibo bono;2 ajustes;;Agosto;No;Si;No;No me interesa;No;0.2;3;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Para tener reglas claras;Si;;Archivar;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T15:02:18Z;Hombre cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;251 - 500;Nacional;;Jefe;Indeterminado;Full time;Capacitación y desarrollo;7;;0;18;593012;Medicina prepaga / Plan de salud, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Si;Sí;No me interesa;No;0;5;No estoy buscando cambiar;5;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente en desacuerdo;0.2;No;No;De acuerdo;No;No;Si, es muy machista
2022-10-11T15:37:49Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Función pública;51 - 100;Nacional;;Analista;Plazo Fijo;Part time;Diseño organizacional;0;;4;6;156000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Agosto;Si, en emprendimiento no relacionado con RRHH;Si;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;Sí, activamente;1;;No tiene un rol importante en la toma de decisiones;No;No hay forma de establecer límites en nuestra profesión ya que se nutre de muchas disciplinas y es eso lo que la hace enriquecedora, me parece que está bueno compartir el campo con otros profesionales;Si;;Organizar la fiesta/regalos de fin de año;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;No;No;De acuerdo;No;No;Si, es muy machista
2022-10-11T15:59:28Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Analista;Contractor (para otros países);Full time;Reclutamiento y selección;0;;1;2;78000;Horarios flexibles, Vacaciones extendidas, Home office, Idiomas;No recibo bono;No recibo bono;1 solo;;Julio;No;Si;Trabajo full remoto;No me interesa;No;0.1;4;No estoy buscando cambiar;3;;Si, tiene un rol importante real;No se;NA;No;;NA;Si;No;No tengo ninguna discapacidad;De acuerdo;NA;Si;No se;Totalmente en desacuerdo;No;No;No es un entorno machista
2022-10-11T16:02:05Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Multinacional;;HRBP;Indeterminado;Full time;Reclutamiento y selección;0;;0;9;260000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Home office;Un sueldo;Anual;No tuve ajustes;;Agosto;No;Si;Sí;No lo se;No;0.3;3;No,  pero escucho ofertas;2;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2022-10-11T16:24:37Z;Mujer cis;46 - 50;Maestría o superior completa;Licenciatura en Ciencia Politica;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Industrias químicas;501 - 1.000;Nacional;;Gerente;Indeterminado;Full time;Generalista;5;;18;25;550000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Préstamos;Un sueldo;Anual;3 o más ajustes;;Septiembre;No;Si;Sí;No está permitido;No;0;3;No,  pero escucho ofertas;1;;No tiene un rol importante en la toma de decisiones;Si;Somos muchos los profesionales que necesitamos un soporte en muchos aspectos legales y profesionales;Si;;Armar presentaciones en PowerPoint;Si;No;No tengo ninguna discapacidad;De acuerdo;0.1;Si;No;Totalmente en desacuerdo;Si;No;Si pero no es tanto
2022-10-11T18:56:45Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Comercio;1.001 - 2.500;Nacional;;Supervisor;Indeterminado;Full time;Payroll / Liquidación de sueldos;5;;0;3;258000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Comedor / Almuerzos, Home office;Menos de un sueldo;Anual;3 o más ajustes;;Octubre;No;Si;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;4;No,  pero escucho ofertas;3;;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Conectar a los distintos actores, ofrecer servicios y capacitaciones, defender los intereses de los profesionales, ser éticamente responsables.;Si;;Archivar;Si;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;No;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista
